State,Year,Total Population,White Alone,Black Alone,American Indian or Alaskan Native,Asian Alone,Hawaiian or Pacific Islander Alone,Two or More Races,Not Hispanic,Hispanic,Pop_Youth,Pop_Working,Pop_Senior,Age_Median,Population,Lawful_Permanent_Residents,Nonimmigrants,Naturalizations,Refugees,Asylees,Lawful_Permanent_Residents_Per_Million,Nonimmigrants_Per_Million,Naturalizations_Per_Million,Refugees_Per_Million,Asylees_Per_Million
Connecticut,2019,3566022.0,2835463.0,437841.0,22313.0,176893.0,3967.0,89545.0,2964941.0,601081.0,,,,,3565287.0,10630.0,272460.0,8460.0,140.0,280.0,2981.527,76419.374,2372.881,39.828,79.096
Connecticut,2020,3579918.0,2833201.0,447023.0,23292.0,179662.0,4085.0,92655.0,2956312.0,623606.0,739819.0,2209975.0,630124.0,41.16,3579918.0,7800.0,115360.0,6810.0,70.0,180.0,2179.38,32225.319,1903.116,18.157,50.56
Connecticut,2021,3606607.0,2842729.0,456000.0,24846.0,183124.0,4119.0,95789.0,2966663.0,639944.0,732551.0,2225406.0,648650.0,41.05,3606607.0,8650.0,71390.0,11710.0,60.0,150.0,2397.267,19794.782,3245.433,16.359,42.699
Connecticut,2022,3617925.0,2833539.0,466883.0,26819.0,187606.0,4262.0,98816.0,2957829.0,660096.0,729707.0,2219883.0,668335.0,41.11,3617925.0,11220.0,185020.0,11070.0,140.0,260.0,3100.949,51140.087,3059.765,39.249,71.864
Connecticut,2023,3643023.0,2835243.0,478439.0,29154.0,193120.0,4390.0,102677.0,2960917.0,682106.0,728222.0,2223670.0,691131.0,41.14,3643023.0,12650.0,244070.0,9320.0,670.0,120.0,3473.214,66997.107,2559.138,184.462,33.489
Connecticut,2024,3675069.0,2840852.0,490303.0,31611.0,200963.0,4570.0,106770.0,2968263.0,706806.0,727827.0,2233039.0,714203.0,41.18,,,,,,,,,,,
Delaware,2005,845150.0,626708.0,175719.0,4457.0,23561.0,523.0,14182.0,789775.0,55375.0,,,,,,,,,,,,,,,
Delaware,2006,859268.0,632832.0,180827.0,4763.0,24875.0,575.0,15396.0,799790.0,59478.0,,,,,,,,,,,,,,,
Delaware,2007,871749.0,637429.0,185786.0,5003.0,26455.0,605.0,16471.0,808600.0,63149.0,,,,,,,,,,,,,,,
Delaware,2008,883874.0,642053.0,190393.0,5313.0,27701.0,624.0,17790.0,817149.0,66725.0,,,,,,,,,,,,,,,
Delaware,2009,891730.0,643755.0,193700.0,5653.0,28783.0,672.0,19167.0,820915.0,70815.0,,,,,,,,,,,,,,,
Delaware,2010,899647.0,646381.0,197045.0,5924.0,29520.0,693.0,20084.0,825912.0,73735.0,,,,,,,,,,,,,,,
Delaware,2011,907590.0,649122.0,199985.0,5959.0,30775.0,696.0,21053.0,831619.0,75971.0,,,,,,,,,,,,,,,
Delaware,2012,915518.0,652586.0,202520.0,5912.0,31843.0,727.0,21930.0,837619.0,77899.0,,,,,,,,,,,,,,,
Delaware,2013,924062.0,655565.0,205231.0,5968.0,33754.0,759.0,22785.0,844542.0,79520.0,,,,,923576.0,2330.0,40880.0,1460.0,10.0,20.0,2517.389,44262.735,1580.812,6.496,19.489
Delaware,2014,933131.0,659123.0,208436.0,6012.0,35102.0,816.0,23642.0,851695.0,81436.0,,,,,932487.0,2090.0,44380.0,1180.0,0.0,20.0,2235.956,47597.446,1260.071,0.0,23.593
Delaware,2015,942065.0,661926.0,211998.0,6041.0,36812.0,866.0,24422.0,858587.0,83478.0,,,,,941252.0,2170.0,48590.0,1630.0,10.0,40.0,2303.315,51618.483,1734.923,9.562,41.434
Delaware,2016,949989.0,664593.0,215408.0,6140.0,37735.0,927.0,25186.0,864431.0,85558.0,,,,,948921.0,2200.0,55110.0,1390.0,0.0,30.0,2322.638,58074.381,1460.606,0.0,31.615
Delaware,2017,957942.0,667360.0,218748.0,6321.0,38503.0,974.0,26036.0,869393.0,88549.0,,,,,956823.0,2240.0,53040.0,1450.0,20.0,70.0,2345.261,55430.315,1518.567,16.722,71.069
Delaware,2018,966985.0,670278.0,222445.0,6543.0,39684.0,1029.0,27006.0,875578.0,91407.0,,,,,965479.0,1830.0,54100.0,1550.0,20.0,100.0,1896.468,56037.469,1601.278,21.751,99.433
Delaware,2019,976668.0,673449.0,226566.0,6696.0,41002.0,1089.0,27866.0,882514.0,94154.0,,,,,973764.0,2080.0,53200.0,1550.0,0.0,120.0,2140.149,54628.226,1588.681,0.0,126.314
Delaware,2020,991928.0,681387.0,231364.0,7165.0,41906.0,1167.0,28939.0,887164.0,104764.0,210100.0,589566.0,192262.0,41.07,991928.0,1300.0,22360.0,1030.0,0.0,80.0,1311.587,22537.926,1042.414,0.0,76.618
Delaware,2021,1005062.0,687551.0,236522.0,7260.0,42775.0,1168.0,29786.0,897410.0,107652.0,209920.0,594795.0,200347.0,41.38,1005062.0,1830.0,13460.0,1810.0,10.0,40.0,1820.783,13390.219,1798.894,11.94,42.783
Delaware,2022,1020625.0,693306.0,243221.0,7479.0,44483.0,1194.0,30942.0,908797.0,111828.0,211530.0,599417.0,209678.0,41.6,1020625.0,2390.0,33920.0,2420.0,50.0,50.0,2336.803,33238.457,2367.177,45.07,48.01
Delaware,2023,1036423.0,698664.0,249364.0,8089.0,46901.0,1242.0,32163.0,919304.0,117119.0,213166.0,603996.0,219261.0,41.8,1036423.0,2400.0,46090.0,1900.0,130.0,60.0,2312.762,44468.33,1835.158,125.431,56.927
Delaware,2024,1051917.0,703988.0,254378.0,8828.0,50085.0,1296.0,33342.0,929104.0,122813.0,213713.0,609176.0,229028.0,41.96,,,,,,,,,,,
District of Columbia,2005,567136.0,212613.0,323785.0,2539.0,17116.0,587.0,10496.0,518552.0,48584.0,,,,,,,,,,,,,,,
District of Columbia,2006,570681.0,218088.0,319150.0,2732.0,18790.0,652.0,11269.0,522159.0,48522.0,,,,,,,,,,,,,,,
District of Columbia,2007,574404.0,225204.0,315368.0,2890.0,18378.0,662.0,11902.0,525422.0,48982.0,,,,,,,,,,,,,,,
District of Columbia,2008,580236.0,231736.0,311838.0,3019.0,20196.0,705.0,12742.0,529790.0,50446.0,,,,,,,,,,,,,,,
District of Columbia,2009,592228.0,243218.0,310960.0,3334.0,20281.0,775.0,13660.0,538607.0,53621.0,,,,,,,,,,,,,,,
District of Columbia,2010,605282.0,253637.0,311117.0,3281.0,21945.0,797.0,14505.0,549454.0,55828.0,,,,,,,,,,,,,,,
District of Columbia,2011,620290.0,263669.0,314236.0,3413.0,22884.0,862.0,15226.0,560614.0,59676.0,,,,,,,,,,,,,,,
District of Columbia,2012,635737.0,273652.0,317686.0,3530.0,23929.0,960.0,15980.0,572788.0,62949.0,,,,,,,,,,,,,,,
District of Columbia,2013,651559.0,282152.0,322616.0,3851.0,25104.0,1011.0,16825.0,584981.0,66578.0,,,,,650581.0,2980.0,434500.0,1850.0,10.0,160.0,4582.058,667856.885,2849.76,16.908,249.008
District of Columbia,2014,663603.0,289837.0,325302.0,3966.0,26062.0,1051.0,17385.0,594283.0,69320.0,,,,,662328.0,3170.0,498630.0,1630.0,30.0,180.0,4784.638,752841.492,2454.977,43.785,267.239
District of Columbia,2015,677014.0,298776.0,327506.0,4047.0,27585.0,1081.0,18019.0,604676.0,72338.0,,,,,675400.0,2980.0,517110.0,1680.0,10.0,160.0,4406.278,765636.66,2493.337,7.403,235.416
District of Columbia,2016,687576.0,306130.0,328588.0,4177.0,28903.0,1111.0,18667.0,613167.0,74409.0,,,,,685815.0,3110.0,508130.0,1740.0,10.0,80.0,4540.583,740917.011,2531.295,8.749,116.65
District of Columbia,2017,697079.0,313408.0,328809.0,4246.0,30145.0,1110.0,19361.0,620751.0,76328.0,,,,,694906.0,2890.0,543930.0,1940.0,0.0,70.0,4151.641,782736.082,2797.501,0.0,102.172
District of Columbia,2018,704147.0,319355.0,328536.0,4264.0,30945.0,1138.0,19909.0,625930.0,78217.0,,,,,701547.0,2780.0,535630.0,1610.0,0.0,80.0,3955.544,763502.659,2289.227,0.0,112.608
District of Columbia,2019,708253.0,324529.0,326019.0,4318.0,31697.0,1100.0,20590.0,628415.0,79838.0,,,,,705749.0,2400.0,547080.0,2090.0,10.0,30.0,3397.809,775179.278,2961.393,7.085,48.176
District of Columbia,2020,670917.0,306581.0,309181.0,4084.0,30056.0,1070.0,19945.0,594022.0,76895.0,126410.0,460598.0,83909.0,34.97,670917.0,1650.0,220480.0,1460.0,0.0,40.0,2463.792,328623.362,2182.088,0.0,52.167
District of Columbia,2021,669256.0,306949.0,305972.0,4235.0,30489.0,1058.0,20553.0,592931.0,76325.0,125330.0,458437.0,85489.0,34.83,669256.0,1920.0,82280.0,1820.0,0.0,60.0,2861.386,122946.974,2722.426,0.0,92.64
District of Columbia,2022,676725.0,313765.0,303072.0,4548.0,32565.0,1158.0,21617.0,596530.0,80195.0,126742.0,462924.0,87059.0,34.81,676725.0,2600.0,294500.0,2420.0,0.0,80.0,3834.645,435185.637,3581.957,0.0,112.306
District of Columbia,2023,687324.0,320155.0,303027.0,4778.0,35368.0,1249.0,22747.0,603408.0,83916.0,128332.0,470046.0,88946.0,34.83,687324.0,2520.0,460180.0,1570.0,0.0,50.0,3662.028,669524.125,2278.401,0.0,78.566
District of Columbia,2024,702250.0,328752.0,304452.0,5126.0,38451.0,1349.0,24120.0,613820.0,88430.0,129831.0,481460.0,90959.0,34.93,,,,,,,,,,,
Florida,2005,17842038.0,14289528.0,2815695.0,77463.0,393025.0,15695.0,250632.0,14317971.0,3524067.0,,,,,,,,,,,,,,,
Florida,2006,18166990.0,14485480.0,2896799.0,81218.0,417297.0,16648.0,269548.0,14453010.0,3713980.0,,,,,,,,,,,,,,,
Florida,2007,18367842.0,14593854.0,2950879.0,84024.0,435503.0,17492.0,286090.0,14495706.0,3872136.0,,,,,,,,,,,,,,,
Florida,2008,18527305.0,14667399.0,3002382.0,86052.0,450732.0,18056.0,302684.0,14518143.0,4009162.0,,,,,,,,,,,,,,,
Florida,2009,18652644.0,14720593.0,3043554.0,87562.0,463383.0,18572.0,318980.0,14528337.0,4124307.0,,,,,,,,,,,,,,,
Florida,2010,18846143.0,14833341.0,3092172.0,89377.0,477640.0,18886.0,334727.0,14595595.0,4250548.0,,,,,,,,,,,,,,,
Florida,2011,19055607.0,14945414.0,3158206.0,91332.0,493063.0,19458.0,348134.0,14686460.0,4369147.0,,,,,,,,,,,,,,,
Florida,2012,19302016.0,15092476.0,3223313.0,93680.0,509050.0,20174.0,363323.0,14808727.0,4493289.0,,,,,,,,,,,,,,,
Florida,2013,19551678.0,15251100.0,3281466.0,95172.0,525372.0,20744.0,377824.0,14919004.0,4632674.0,,,,,19545621.0,102940.0,8089140.0,101770.0,3610.0,2110.0,5266.602,413859.401,5206.946,184.85,107.953
Florida,2014,19853880.0,15453163.0,3345003.0,97241.0,543405.0,21396.0,393672.0,15074160.0,4779720.0,,,,,19845911.0,109310.0,9180840.0,79640.0,3520.0,1410.0,5507.936,462606.176,4012.766,177.316,70.997
Florida,2015,20219111.0,15709518.0,3412261.0,99977.0,563528.0,22208.0,411619.0,15267902.0,4951209.0,,,,,20209042.0,118870.0,10253860.0,81960.0,2480.0,1720.0,5882.169,507389.613,4055.61,122.618,84.962
Florida,2016,20627237.0,15999452.0,3483851.0,102715.0,587438.0,23098.0,430683.0,15482254.0,5144983.0,,,,,20613477.0,136340.0,10689260.0,88760.0,2980.0,1060.0,6613.974,518557.059,4306.115,144.711,51.18
Florida,2017,20977089.0,16242139.0,3549087.0,105387.0,608915.0,23778.0,447783.0,15645794.0,5331295.0,,,,,20963613.0,127610.0,11036480.0,69490.0,1700.0,1090.0,6087.166,526459.06,3314.553,80.997,52.186
Florida,2018,21254926.0,16429818.0,3603310.0,108152.0,624858.0,24300.0,464488.0,15758581.0,5496345.0,,,,,21244317.0,130410.0,11128660.0,95980.0,590.0,3600.0,6138.347,523841.6,4517.82,27.631,169.363
Florida,2019,21492056.0,16585364.0,3650637.0,111067.0,640191.0,25007.0,479790.0,15870694.0,5621362.0,,,,,21477737.0,118140.0,11547670.0,96150.0,660.0,3070.0,5500.58,537657.762,4476.682,30.729,143.032
Florida,2020,21592035.0,16617821.0,3687661.0,113016.0,651936.0,25849.0,495752.0,15877351.0,5714684.0,4276669.0,12824389.0,4490977.0,42.48,21592035.0,65800.0,5835660.0,78640.0,320.0,2120.0,3047.374,270269.014,3642.13,14.728,97.953
Florida,2021,21831949.0,16785530.0,3719879.0,116475.0,668982.0,26696.0,514387.0,16012073.0,5819876.0,4280716.0,12927869.0,4623364.0,42.66,21831949.0,83230.0,3157500.0,109240.0,220.0,810.0,3812.165,144627.628,5003.447,10.169,37.239
Florida,2022,22379312.0,17177930.0,3797292.0,125084.0,708178.0,28270.0,542558.0,16286303.0,6093009.0,4374802.0,13227763.0,4776747.0,42.61,22379312.0,113650.0,7526320.0,105530.0,750.0,2280.0,5078.485,336306.809,4715.426,33.468,101.835
Florida,2023,22904868.0,17542406.0,3876057.0,136389.0,750560.0,29873.0,569583.0,16509377.0,6395491.0,4449689.0,13519752.0,4935427.0,42.61,22904868.0,155500.0,9870370.0,94210.0,1900.0,1540.0,6788.95,430928.962,4112.968,83.039,67.409
Florida,2024,23372215.0,17857063.0,3949147.0,147839.0,792771.0,31264.0,594131.0,16664462.0,6707753.0,4499692.0,13781261.0,5091262.0,42.6,,,,,,,,,,,
Georgia,2005,8925922.0,5854820.0,2660022.0,35478.0,252126.0,7632.0,115844.0,8278963.0,646959.0,,,,,,,,,,,,,,,
Georgia,2006,9155813.0,5953097.0,2759169.0,38307.0,270446.0,8287.0,126507.0,8456150.0,699663.0,,,,,,,,,,,,,,,
Georgia,2007,9349988.0,6035687.0,2840424.0,40788.0,286636.0,8801.0,137652.0,8598820.0,751168.0,,,,,,,,,,,,,,,
Georgia,2008,9504843.0,6094787.0,2906606.0,43712.0,301790.0,9301.0,148647.0,8709842.0,795001.0,,,,,,,,,,,,,,,
Georgia,2009,9620846.0,6128558.0,2962318.0,46412.0,314377.0,9965.0,159216.0,8790441.0,830405.0,,,,,,,,,,,,,,,
Georgia,2010,9712209.0,6151949.0,3006289.0,48696.0,326897.0,10572.0,167806.0,8855455.0,856754.0,,,,,,,,,,,,,,,
Georgia,2011,9803630.0,6173045.0,3056359.0,49005.0,339097.0,10981.0,175143.0,8932666.0,870964.0,,,,,,,,,,,,,,,
Georgia,2012,9903580.0,6203169.0,3101234.0,49730.0,355294.0,11325.0,182828.0,9019633.0,883947.0,,,,,,,,,,,,,,,
Georgia,2013,9975592.0,6212238.0,3140919.0,50112.0,370731.0,11639.0,189953.0,9081200.0,894392.0,,,,,9972479.0,24390.0,612680.0,19530.0,2710.0,120.0,2445.43,61436.58,1958.791,271.748,11.632
Georgia,2014,10071204.0,6234939.0,3191232.0,50668.0,384943.0,12110.0,197312.0,9160607.0,910597.0,,,,,10067278.0,23790.0,671750.0,15240.0,2690.0,70.0,2363.3,66726.478,1514.014,267.6,6.655
Georgia,2015,10183353.0,6266117.0,3246027.0,51502.0,402126.0,12525.0,205056.0,9249289.0,934064.0,,,,,10178447.0,25920.0,749070.0,20790.0,2890.0,150.0,2546.459,73593.644,2042.944,283.835,14.442
Georgia,2016,10308442.0,6301676.0,3303996.0,52941.0,423322.0,12854.0,213653.0,9345739.0,962703.0,,,,,10301890.0,29570.0,793900.0,18870.0,3020.0,80.0,2870.541,77063.432,1831.314,292.859,7.668
Georgia,2017,10417031.0,6329388.0,3358899.0,53922.0,439982.0,13402.0,221438.0,9428160.0,988871.0,,,,,10410330.0,26240.0,854520.0,16460.0,1870.0,160.0,2520.765,82083.949,1581.218,179.533,14.889
Georgia,2018,10519389.0,6355665.0,3410817.0,54899.0,454419.0,13940.0,229649.0,9503486.0,1015903.0,,,,,10511131.0,26730.0,906890.0,16590.0,830.0,170.0,2542.543,86279.012,1578.327,79.249,15.793
Georgia,2019,10628020.0,6384844.0,3465113.0,56234.0,469775.0,14213.0,237841.0,9585940.0,1042080.0,,,,,10617423.0,27250.0,992140.0,25860.0,1180.0,120.0,2566.159,93444.426,2435.431,111.326,11.396
Georgia,2020,10732888.0,6409763.0,3519860.0,59237.0,482263.0,14647.0,247118.0,9603871.0,1129017.0,2548315.0,6651053.0,1533520.0,37.24,10732888.0,18280.0,470420.0,18690.0,380.0,160.0,1703.363,43829.862,1741.749,34.939,14.442
Georgia,2021,10792060.0,6416789.0,3549702.0,60375.0,494315.0,14969.0,255910.0,9637824.0,1154236.0,2537257.0,6674427.0,1580376.0,37.44,10792060.0,20030.0,274610.0,16480.0,370.0,110.0,1856.272,25445.559,1526.678,34.099,9.915
Georgia,2022,10931805.0,6449615.0,3615213.0,63632.0,521286.0,15127.0,266932.0,9731802.0,1200003.0,2545137.0,6750618.0,1636050.0,37.51,10931805.0,26310.0,674430.0,28440.0,820.0,170.0,2406.922,61694.478,2601.583,75.01,15.917
Georgia,2023,11064432.0,6487081.0,3666543.0,68563.0,549168.0,15515.0,277562.0,9815630.0,1248802.0,2548962.0,6817916.0,1697554.0,37.67,11064432.0,29470.0,933750.0,20900.0,2230.0,370.0,2663.128,84392.312,1888.936,201.276,33.802
Georgia,2024,11180878.0,6519858.0,3703855.0,74328.0,579935.0,15724.0,287178.0,9882479.0,1298399.0,2540751.0,6879786.0,1760341.0,37.88,,,,,,,,,,,
Hawaii,2005,1292729.0,338640.0,25064.0,4844.0,522108.0,128237.0,273836.0,1188072.0,104657.0,,,,,,,,,,,,,,,
Hawaii,2006,1309731.0,344813.0,24767.0,5043.0,523840.0,130347.0,280921.0,1201408.0,108323.0,,,,,,,,,,,,,,,
Hawaii,2007,1315675.0,341883.0,23364.0,4957.0,524348.0,132417.0,288706.0,1204528.0,111147.0,,,,,,,,,,,,,,,
Hawaii,2008,1332213.0,345948.0,23180.0,5025.0,526334.0,134645.0,297081.0,1216882.0,115331.0,,,,,,,,,,,,,,,
Hawaii,2009,1346717.0,347116.0,22995.0,5138.0,528867.0,136533.0,306068.0,1227612.0,119105.0,,,,,,,,,,,,,,,
Hawaii,2010,1364004.0,349411.0,22704.0,5026.0,532191.0,139021.0,315651.0,1241849.0,122155.0,,,,,,,,,,,,,,,
Hawaii,2011,1379562.0,352416.0,24672.0,5131.0,534215.0,141962.0,321166.0,1251765.0,127797.0,,,,,,,,,,,,,,,
Hawaii,2012,1395199.0,357153.0,26284.0,5195.0,536185.0,144430.0,325952.0,1261935.0,133264.0,,,,,,,,,,,,,,,
Hawaii,2013,1408822.0,363093.0,27344.0,5315.0,536148.0,146206.0,330716.0,1270181.0,138641.0,,,,,1408243.0,6230.0,2261580.0,3490.0,10.0,40.0,4421.112,1605955.79,2481.106,4.261,26.984
Hawaii,2014,1415335.0,365195.0,28275.0,5477.0,534513.0,147290.0,334585.0,1272567.0,142768.0,,,,,1414538.0,5740.0,2552830.0,2930.0,0.0,100.0,4058.569,1804711.503,2072.055,0.0,67.16
Hawaii,2015,1422999.0,367803.0,29402.0,5528.0,534259.0,148266.0,337741.0,1276514.0,146485.0,,,,,1422052.0,6510.0,2714800.0,3700.0,10.0,200.0,4580.001,1909075.055,2600.467,4.922,140.642
Hawaii,2016,1428885.0,368544.0,30360.0,5440.0,535556.0,148635.0,340350.0,1278924.0,149961.0,,,,,1427559.0,6290.0,2765890.0,3670.0,0.0,200.0,4402.62,1937494.702,2572.923,0.0,140.099
Hawaii,2017,1425763.0,365026.0,30711.0,5413.0,533171.0,148932.0,342510.0,1274119.0,151644.0,,,,,1424393.0,5400.0,2962610.0,3490.0,0.0,370.0,3788.28,2079907.722,2450.869,0.0,259.76
Hawaii,2018,1423102.0,362334.0,30895.0,5454.0,530364.0,149287.0,344768.0,1269852.0,153250.0,,,,,1420593.0,5430.0,3084550.0,2670.0,0.0,380.0,3822.347,2171308.742,1876.681,0.0,270.31
Hawaii,2019,1415615.0,358640.0,30814.0,5430.0,526530.0,148541.0,345660.0,1261570.0,154045.0,,,,,1415872.0,4920.0,2968120.0,4110.0,0.0,210.0,3472.772,2096320.148,2902.805,0.0,146.2
Hawaii,2020,1451252.0,362487.0,32229.0,5335.0,545668.0,151675.0,353858.0,1311490.0,139762.0,306353.0,865348.0,279551.0,40.16,1451252.0,2710.0,1340380.0,2520.0,0.0,50.0,1866.664,923599.761,1737.81,0.0,35.142
Hawaii,2021,1447029.0,362182.0,31393.0,5421.0,543259.0,150237.0,354537.0,1305576.0,141453.0,301209.0,857212.0,288608.0,40.55,1447029.0,2450.0,49870.0,3800.0,0.0,30.0,1694.506,34462.336,2626.761,0.0,17.277
Hawaii,2022,1440359.0,361477.0,31385.0,5491.0,540045.0,149061.0,352900.0,1296657.0,143702.0,297097.0,847554.0,295708.0,40.91,1440359.0,2710.0,686720.0,4400.0,0.0,40.0,1878.698,476767.945,3052.711,0.0,27.771
Hawaii,2023,1441387.0,362397.0,31467.0,5666.0,539772.0,149040.0,353045.0,1296244.0,145143.0,294941.0,843234.0,303212.0,41.19,1441387.0,4640.0,1495920.0,3000.0,0.0,20.0,3219.815,1037831.616,2078.554,0.0,13.182
Hawaii,2024,1446146.0,362285.0,31690.0,5767.0,541487.0,150691.0,354226.0,1298249.0,147897.0,293349.0,842473.0,310324.0,41.41,,,,,,,,,,,
Idaho,2005,1428241.0,1355373.0,8832.0,21810.0,16326.0,2100.0,23800.0,1292896.0,135345.0,,,,,,,,,,,,,,,
Idaho,2006,1468669.0,1391427.0,9506.0,22590.0,17313.0,2233.0,25600.0,1323174.0,145495.0,,,,,,,,,,,,,,,
Idaho,2007,1505105.0,1423152.0,10175.0,23482.0,18439.0,2467.0,27390.0,1349883.0,155222.0,,,,,,,,,,,,,,,
Idaho,2008,1534320.0,1448715.0,10570.0,24388.0,19037.0,2561.0,29049.0,1370464.0,163856.0,,,,,,,,,,,,,,,
Idaho,2009,1554439.0,1465210.0,11104.0,25096.0,19666.0,2700.0,30663.0,1383621.0,170818.0,,,,,,,,,,,,,,,
Idaho,2010,1570819.0,1478953.0,10953.0,25915.0,20077.0,2799.0,32122.0,1393815.0,177004.0,,,,,,,,,,,,,,,
Idaho,2011,1584272.0,1489168.0,11516.0,26533.0,20959.0,2862.0,33234.0,1402965.0,181307.0,,,,,,,,,,,,,,,
Idaho,2012,1595910.0,1498398.0,11719.0,26893.0,21579.0,2912.0,34409.0,1410217.0,185693.0,,,,,,,,,,,,,,,
Idaho,2013,1612053.0,1511805.0,12254.0,27493.0,22011.0,3098.0,35392.0,1420672.0,191381.0,,,,,1611206.0,2120.0,41210.0,1310.0,920.0,10.0,1315.785,25575.873,809.952,571.001,3.103
Idaho,2014,1632248.0,1528895.0,12819.0,28005.0,22766.0,3237.0,36526.0,1435950.0,196298.0,,,,,1631112.0,2200.0,42830.0,1560.0,980.0,10.0,1349.999,26255.095,956.403,599.591,3.678
Idaho,2015,1652495.0,1545120.0,13385.0,28732.0,24094.0,3317.0,37847.0,1450782.0,201713.0,,,,,1651059.0,2530.0,48290.0,1430.0,940.0,10.0,1532.956,29249.106,864.294,566.303,4.24
Idaho,2016,1684036.0,1571658.0,14187.0,29360.0,25683.0,3479.0,39669.0,1475237.0,208799.0,,,,,1682380.0,2560.0,50400.0,1530.0,1140.0,20.0,1522.843,29958.749,911.209,674.639,13.077
Idaho,2017,1719745.0,1602998.0,14880.0,30013.0,26739.0,3673.0,41442.0,1503753.0,215992.0,,,,,1717715.0,2710.0,62890.0,1990.0,630.0,20.0,1577.095,36610.846,1160.844,365.602,10.479
Idaho,2018,1752074.0,1631664.0,15400.0,30515.0,27335.0,3826.0,43334.0,1529487.0,222587.0,,,,,1750536.0,2730.0,63110.0,2100.0,360.0,30.0,1558.38,36054.1,1201.346,205.651,17.709
Idaho,2019,1789060.0,1664352.0,15987.0,31144.0,28240.0,3977.0,45360.0,1558871.0,230189.0,,,,,1787065.0,2310.0,60050.0,1660.0,520.0,30.0,1293.741,33601.464,928.897,292.659,15.668
Idaho,2020,1849415.0,1718328.0,17110.0,32001.0,29509.0,4181.0,48286.0,1607934.0,241481.0,458339.0,1089089.0,301987.0,36.93,1849415.0,1850.0,28510.0,1390.0,200.0,30.0,1001.938,15413.523,751.589,105.439,14.599
Idaho,2021,1904848.0,1767425.0,18022.0,32649.0,31004.0,4402.0,51346.0,1651618.0,253230.0,465785.0,1122917.0,316146.0,37.11,1904848.0,1710.0,21400.0,1540.0,270.0,20.0,899.809,11232.917,806.889,141.219,12.074
Idaho,2022,1944299.0,1799658.0,19200.0,33266.0,33793.0,4567.0,53815.0,1680046.0,264253.0,469475.0,1145992.0,328832.0,37.31,1944299.0,2050.0,42940.0,2550.0,450.0,10.0,1054.365,22082.509,1308.955,232.989,6.686
Idaho,2023,1971122.0,1820417.0,20463.0,33977.0,35673.0,4748.0,55844.0,1696573.0,274549.0,468871.0,1160796.0,341455.0,37.57,1971122.0,2460.0,57330.0,1470.0,800.0,10.0,1249.035,29084.45,747.797,403.831,6.088
Idaho,2024,2001619.0,1843921.0,22063.0,34784.0,37892.0,4880.0,58079.0,1715426.0,286193.0,468447.0,1178765.0,354407.0,37.78,,,,,,,,,,,
Illinois,2005,12609903.0,9964479.0,1898861.0,53745.0,524593.0,7478.0,160747.0,10817754.0,1792149.0,,,,,,,,,,,,,,,
Illinois,2006,12643955.0,9967930.0,1898778.0,57498.0,542040.0,7441.0,170268.0,10803728.0,1840227.0,,,,,,,,,,,,,,,
Illinois,2007,12695866.0,9986807.0,1898664.0,61312.0,560914.0,7487.0,180682.0,10806239.0,1889627.0,,,,,,,,,,,,,,,
Illinois,2008,12747038.0,10005771.0,1899301.0,65428.0,577412.0,7514.0,191612.0,10805690.0,1941348.0,,,,,,,,,,,,,,,
Illinois,2009,12796778.0,10021665.0,1901265.0,70322.0,593539.0,7505.0,202482.0,10806223.0,1990555.0,,,,,,,,,,,,,,,
Illinois,2010,12840545.0,10034422.0,1904090.0,73900.0,608305.0,7428.0,212400.0,10806269.0,2034276.0,,,,,,,,,,,,,,,
Illinois,2011,12867783.0,10034326.0,1903967.0,74094.0,629547.0,7520.0,218329.0,10805796.0,2061987.0,,,,,,,,,,,,,,,
Illinois,2012,12883029.0,10021549.0,1903296.0,74465.0,650976.0,7694.0,225049.0,10798376.0,2084653.0,,,,,,,,,,,,,,,
Illinois,2013,12895778.0,10005716.0,1902915.0,74559.0,673452.0,7887.0,231249.0,10790911.0,2104867.0,,,,,12895129.0,35990.0,1197630.0,27710.0,2450.0,680.0,2790.821,92874.216,2148.563,190.149,52.811
Illinois,2014,12885092.0,9974498.0,1899480.0,74847.0,691221.0,8015.0,237031.0,10760351.0,2124741.0,,,,,12884493.0,36540.0,1309780.0,26220.0,2580.0,350.0,2835.579,101655.61,2035.315,200.085,27.164
Illinois,2015,12859585.0,9931446.0,1893820.0,75096.0,707894.0,8099.0,243230.0,10716285.0,2143300.0,,,,,12858913.0,40480.0,1437220.0,25720.0,2660.0,380.0,3148.167,111768.623,2000.325,206.705,29.551
Illinois,2016,12821709.0,9884277.0,1884353.0,75251.0,720753.0,8165.0,248910.0,10660834.0,2160875.0,,,,,12820527.0,43210.0,1497940.0,26000.0,3130.0,290.0,3370.142,116838.879,2028.232,243.75,22.698
Illinois,2017,12779893.0,9831567.0,1873887.0,75345.0,736701.0,8152.0,254241.0,10602758.0,2177135.0,,,,,12778828.0,40530.0,1630550.0,24930.0,1700.0,640.0,3171.652,127598.086,1951.118,133.033,49.77
Illinois,2018,12724685.0,9767272.0,1866004.0,75538.0,748294.0,8233.0,259344.0,10532060.0,2192625.0,,,,,12723071.0,38290.0,1684800.0,26480.0,700.0,1220.0,3009.258,132420.703,2081.023,55.175,95.574
